,Unnamed: 0,full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,age,players_photo,team_photo
313,313,Brandon Clarke,73,#15,Memphis Grizzlies,F,1996-09-19,6-8 / 2.03,215 lbs. / 97.5 kg.,$2478840,Canada,2019,1,21,Gonzaga,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
314,314,Nicolo Melli,73,#20,New Orleans Pelicans,F,1991-01-26,6-9 / 2.06,236 lbs. / 107 kg.,$4102564,Italy,2013,Undrafted,Undrafted,,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1629740.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
315,315,Nassir Little,73,#9,Portland Trail Blazers,F,2000-02-11,6-5 / 1.96,220 lbs. / 99.8 kg.,$2105520,USA,2019,1,25,North Carolina,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629642.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg
316,316,Grayson Allen,72,#3,Memphis Grizzlies,G,1995-10-08,6-4 / 1.93,205 lbs. / 93 kg.,$2429400,USA,2018,1,21,Duke,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
317,317,Antonio Blakeney,72,#0,,G-F,1996-10-04,6-4 / 1.93,197 lbs. / 89.4 kg.,$1488231,USA,2017,Undrafted,Undrafted,LSU,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628469.png,
318,318,Michael Carter-Williams,72,#7,Orlando Magic,G,1991-10-10,6-5 / 1.96,184 lbs. / 83.5 kg.,$2028594,USA,2013,1,11,Syracuse,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203487.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
319,319,Troy Daniels,72,#30,Denver Nuggets,G,1991-07-15,6-4 / 1.93,200 lbs. / 90.7 kg.,$2487033,USA,2013,Undrafted,Undrafted,VCU,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203584.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
320,320,Donte DiVincenzo,72,#0,Milwaukee Bucks,G,1997-01-31,6-4 / 1.93,205 lbs. / 93 kg.,$2905800,USA,2018,1,17,Villanova,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
321,321,Jared Dudley,72,#10,Los Angeles Lakers,F,1985-07-10,6-6 / 1.98,225 lbs. / 102.1 kg.,$2564753,USA,2007,1,22,Boston College,39,https://cdn.nba.com/headshots/nba/latest/1040x760/201162.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
322,322,Cristiano Felicio,72,#6,Chicago Bulls,F,1992-07-07,6-10 / 2.08,270 lbs. / 122.5 kg.,$8156500,Brazil,2014,Undrafted,Undrafted,,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1626245.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
323,323,Tim Frazier,72,#0,,G,1990-11-01,6-0 / 1.83,170 lbs. / 77.1 kg.,$1620564,USA,2014,Undrafted,Undrafted,Penn State,34,https://cdn.nba.com/headshots/nba/latest/1040x760/204025.png,
324,324,Langston Galloway,72,#9,Detroit Pistons,G,1991-12-09,6-1 / 1.85,202 lbs. / 91.6 kg.,$7333333,USA,2014,Undrafted,Undrafted,Saint Joseph's,33,https://cdn.nba.com/headshots/nba/latest/1040x760/204038.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
325,325,Justin Holiday,72,#8,Indiana Pacers,G,1989-04-05,6-6 / 1.98,180 lbs. / 81.6 kg.,$4767000,USA,2011,Undrafted,Undrafted,Washington,35,https://cdn.nba.com/headshots/nba/latest/1040x760/203200.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
326,326,Chandler Hutchison,72,#15,Chicago Bulls,F,1996-04-26,6-7 / 2.01,196 lbs. / 88.9 kg.,$2332320,USA,2018,1,22,Boise State,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628990.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
327,327,Wesley Iwundu,72,#25,Orlando Magic,F,1994-12-20,6-6 / 1.98,205 lbs. / 93 kg.,$1618520,USA,2017,2,33,Kansas State,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628411.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
328,328,Brandon Knight,72,#0,Detroit Pistons,G,1991-12-02,6-2 / 1.88,189 lbs. / 85.7 kg.,$15643750,USA,2011,1,8,Kentucky,33,https://cdn.nba.com/headshots/nba/latest/1040x760/202688.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
329,329,Courtney Lee,72,#1,Dallas Mavericks,G-F,1985-10-03,6-5 / 1.96,200 lbs. / 90.7 kg.,$12759670,USA,2008,1,22,Western Kentucky,39,https://cdn.nba.com/headshots/nba/latest/1040x760/201584.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
330,330,Thon Maker,72,#7,Detroit Pistons,F-C,1997-02-25,7-0 / 2.13,216 lbs. / 98 kg.,$3569643,Australia,2016,1,10,,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627748.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
331,331,Patrick McCaw,72,#22,Toronto Raptors,G,1995-10-25,6-7 / 2.01,181 lbs. / 82.1 kg.,$4000000,USA,2016,2,38,UNLV,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1627775.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
332,332,Rodney McGruder,72,#19,Los Angeles Clippers,G,1991-07-29,6-4 / 1.93,205 lbs. / 93 kg.,$4807693,USA,2013,Undrafted,Undrafted,Kansas State,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203585.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg
333,333,Darius Miller,72,#21,New Orleans Pelicans,F,1990-03-21,6-6 / 1.98,225 lbs. / 102.1 kg.,$7250000,USA,2012,2,46,Kentucky,35,https://cdn.nba.com/headshots/nba/latest/1040x760/203121.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
334,334,Raul Neto,72,#19,Philadelphia 76ers,G,1992-05-19,6-1 / 1.85,170 lbs. / 77.1 kg.,$1737145,Brazil,2013,2,47,,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203526.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
335,335,Georges Niang,72,#31,Utah Jazz,F,1993-06-17,6-7 / 2.01,230 lbs. / 104.3 kg.,$1645357,USA,2016,2,50,Iowa State,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
336,336,Cameron Payne,72,#0,Phoenix Suns,G,1994-08-08,6-2 / 1.88,180 lbs. / 81.6 kg.,$346288,USA,2015,1,14,Murray State,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1626166.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
337,337,Anfernee Simons,72,#1,Portland Trail Blazers,G,1999-06-08,6-3 / 1.91,181 lbs. / 82.1 kg.,$2149560,USA,2018,1,24,,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg
338,338,Zhaire Smith,72,#8,Philadelphia 76ers,G-F,1999-06-04,6-3 / 1.91,205 lbs. / 93 kg.,$3058800,USA,2018,1,16,Texas Tech,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629015.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
339,339,Anthony Tolliver,72,#0,Memphis Grizzlies,F,1985-06-01,6-8 / 2.03,240 lbs. / 108.9 kg.,$2854556,USA,2007,Undrafted,Undrafted,Creighton,39,https://cdn.nba.com/headshots/nba/latest/1040x760/201229.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
340,340,DJ Wilson,72,#5,Milwaukee Bucks,F,1996-02-19,6-10 / 2.08,234 lbs. / 106.1 kg.,$2961120,USA,2017,1,17,Michigan,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628391.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
341,341,Alfonzo McKinnie,72,#0,Cleveland Cavaliers,F,1992-09-17,6-8 / 2.03,215 lbs. / 97.5 kg.,$2391985,USA,2015,Undrafted,Undrafted,Green Bay,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1628035.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
342,342,Romeo Langford,72,#45,Boston Celtics,G,1999-10-25,6-4 / 1.93,216 lbs. / 98 kg.,$3458400,USA,2019,1,14,Indiana,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629641.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
343,343,Grant Williams,72,#12,Boston Celtics,F,1998-11-30,6-6 / 1.98,236 lbs. / 107 kg.,$2379840,USA,2019,1,22,Tennessee,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629684.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
344,344,Nicolas Claxton,72,#0,Brooklyn Nets,C,1990-04-17,6-11 / 2.11,215 lbs. / 97.5 kg.,$898310,USA,2019,2,31,Georgia,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1629651.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg
345,345,PJ Washington,72,#25,Charlotte Hornets,F,1998-08-23,6-7 / 2.01,225 lbs. / 102.1 kg.,$3831840,USA,2019,1,12,Kentucky,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629023.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
346,346,Ryan Arcidiacono,72,#51,Chicago Bulls,G,1994-03-26,6-3 / 1.91,195 lbs. / 88.5 kg.,$3000000,Italy,2016,Undrafted,Undrafted,Villanova,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627853.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
347,347,Kevin Porter,72,#4,Cleveland Cavaliers,G-F,2000-05-04,6-4 / 1.93,218 lbs. / 98.9 kg.,$1290960,USA,2019,1,30,USC,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629645.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
348,348,Ryan Broekhoff,72,#0,Philadelphia 76ers,F,1990-08-23,6-6 / 1.98,215 lbs. / 97.5 kg.,$2833704,Australia,2013,Undrafted,Undrafted,Valparaiso,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1629151.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
349,349,Goga Bitadze,72,#88,Indiana Pacers,C,1999-07-20,6-11 / 2.11,250 lbs. / 113.4 kg.,$2816760,Georgia,2019,1,18,,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629048.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
350,350,De'Anthony Melton,72,#0,Memphis Grizzlies,G,1998-05-28,6-2 / 1.88,190 lbs. / 86.2 kg.,$1416852,USA,2018,2,46,USC,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629001.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
351,351,Kenrich Williams,72,#34,New Orleans Pelicans,G-F,1994-12-02,6-6 / 1.98,210 lbs. / 95.3 kg.,$1416852,USA,2018,Undrafted,Undrafted,TCU,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1629026.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
352,352,Nickeil Alexander-Walker,72,#0,New Orleans Pelicans,G,1998-09-02,6-5 / 1.96,205 lbs. / 93 kg.,$2964840,Canada,2019,1,17,Virginia Tech,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629638.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
353,353,Chuma Okeke,72,#3,,F-C,1998-08-18,6-8 / 2.03,230 lbs. / 104 kg.,$2773550,USA,2019,1,16,Auburn,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629643.png,
354,354,Matisse Thybulle,72,#22,Philadelphia 76ers,G-F,1997-03-04,6-5 / 1.96,201 lbs. / 91.2 kg.,$2582160,USA,2019,1,20,Washington,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629680.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
355,355,Cameron Johnson,72,#23,Phoenix Suns,F,1996-03-03,6-8 / 2.03,210 lbs. / 95.3 kg.,$4033440,USA,2019,1,11,North Carolina,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1629661.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
356,356,Ty Jerome,72,#10,Phoenix Suns,G,1997-07-08,6-5 / 1.96,195 lbs. / 88.5 kg.,$2193480,USA,2019,1,24,Virginia,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629660.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
357,357,Luka Samanic,72,#19,San Antonio Spurs,F,2000-01-09,6-10 / 2.08,209 lbs. / 94.8 kg.,$2689920,Croatia,2019,1,19,,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629677.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
358,358,Keldon Johnson,72,#3,San Antonio Spurs,F,1999-10-11,6-5 / 1.96,211 lbs. / 95.7 kg.,$1950600,USA,2019,1,29,Kentucky,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629640.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
359,359,Matt Thomas,72,#21,Toronto Raptors,G,1994-08-04,6-4 / 1.93,197 lbs. / 89.4 kg.,$898310,USA,2017,Undrafted,Undrafted,Iowa State,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1629744.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
360,360,Chris Boucher,71,#25,Toronto Raptors,F-C,1993-01-11,6-9 / 2.06,200 lbs. / 90.7 kg.,$1588231,Canada,2017,Undrafted,Undrafted,Oregon,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1628449.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
361,361,Jevon Carter,71,#4,Phoenix Suns,G,1995-09-14,6-1 / 1.85,200 lbs. / 90.7 kg.,$1416852,USA,2018,2,32,West Virginia,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628975.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
362,362,Deyonta Davis,71,#0,,F-C,1996-12-02,6-10 / 2.08,240 lbs. / 108.9 kg.,$250000,USA,2016,2,31,Michigan State,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627738.png,
363,363,Jacob Evans,71,#0,Minnesota Timberwolves,G,1997-06-18,6-4 / 1.93,210 lbs. / 95.3 kg.,$1925880,USA,2018,1,28,Cincinnati,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628980.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
364,364,Terrance Ferguson,71,#23,Oklahoma City Thunder,G,1998-05-17,6-6 / 1.98,184 lbs. / 83.5 kg.,$2475840,USA,2017,1,21,,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628390.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
365,365,Daniel Gafford,71,#12,Chicago Bulls,F,1998-10-01,6-10 / 2.08,234 lbs. / 106.1 kg.,$898310,USA,2019,2,38,Arkansas,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629655.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
366,366,Treveon Graham,71,#12,Atlanta Hawks,G,1993-10-28,6-5 / 1.96,219 lbs. / 99.3 kg.,$1645357,USA,2015,Undrafted,Undrafted,VCU,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1626203.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg
367,367,Frank Jackson,71,#15,New Orleans Pelicans,G,1998-05-04,6-3 / 1.91,205 lbs. / 93 kg.,$1618520,USA,2017,2,31,Duke,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628402.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
368,368,Luke Kornet,71,#2,Chicago Bulls,C,1995-07-15,7-2 / 2.18,240 lbs. / 108.9 kg.,$2250000,USA,2017,Undrafted,Undrafted,Vanderbilt,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628436.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
369,369,Frank Mason,71,#15,Milwaukee Bucks,G,1994-04-13,5-11 / 1.80,190 lbs. / 86.2 kg.,$79568,USA,2017,2,34,Kansas,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628412.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
370,370,Ben McLemore,71,#16,Houston Rockets,G,1993-02-11,6-3 / 1.91,189 lbs. / 85.7 kg.,$2028594,USA,2013,1,7,Kansas,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203463.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
371,371,Dzanan Musa,71,#13,Brooklyn Nets,F,1999-05-08,6-9 / 2.06,195 lbs. / 88.5 kg.,$1911600,Bosnia and Herzegovina,2018,1,29,,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629058.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg
372,372,Elie Okobo,71,#2,Phoenix Suns,G,1997-10-23,6-3 / 1.91,190 lbs. / 86.2 kg.,$1416852,France,2018,2,31,,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629059.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
373,373,Jerome Robinson,71,#1,Washington Wizards,G,1997-02-22,6-4 / 1.93,190 lbs. / 86.2 kg.,$3567720,USA,2018,1,13,Boston College,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629010.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
374,374,JaKarr Sampson,71,#14,Indiana Pacers,F,1993-03-20,6-7 / 2.01,223 lbs. / 101.2 kg.,$1737145,USA,2014,Undrafted,Undrafted,St. John's,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203960.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
375,375,Edmond Sumner,71,#5,Indiana Pacers,G,1995-12-13,6-4 / 1.93,186 lbs. / 84.4 kg.,$2000000,USA,2017,2,52,Xavier,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628410.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
376,376,Gary Trent Jr,71,#2,Portland Trail Blazers,G,1999-01-18,6-5 / 1.96,209 lbs. / 94.8 kg.,$1416852,USA,2018,2,37,Duke,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg
377,377,Moritz Wagner,71,#21,Washington Wizards,F,1997-04-26,6-11 / 2.11,240 lbs. / 108.9 kg.,$2063520,Germany,2018,1,25,Michigan,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629021.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
378,378,Admiral Schofield,71,#1,Washington Wizards,F,1997-03-30,6-5 / 1.96,241 lbs. / 109.3 kg.,$1000000,USA,2019,2,42,Tennessee,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629678.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
379,379,Bruno Fernando,71,#24,Atlanta Hawks,F,1998-08-15,6-9 / 2.06,245 lbs. / 111.1 kg.,$1400000,Angola,2019,2,34,Maryland,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628981.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg
380,380,Alen Smailagic,71,#6,Golden State Warriors,F,2000-08-18,6-10 / 2.08,215 lbs. / 97.5 kg.,$898310,Serbia,2019,2,39,,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629346.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg
381,381,Eric Paschall,71,#7,Golden State Warriors,F,1996-11-04,6-6 / 1.98,255 lbs. / 115.7 kg.,$898310,USA,2019,2,41,Villanova,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629672.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg
382,382,Carsen Edwards,71,#4,Boston Celtics,G,1998-03-12,5-11 / 1.80,200 lbs. / 90.7 kg.,$1228026,USA,2019,2,33,Purdue,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629035.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
383,383,KZ Okpala,71,#4,Miami Heat,F,1999-04-28,6-8 / 2.03,215 lbs. / 97.5 kg.,$898310,USA,2019,2,32,Stanford,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629644.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
384,384,Shake Milton,71,#18,Philadelphia 76ers,C,1996-09-26,6-5 / 1.96,205 lbs. / 93 kg.,$1445697,USA,2018,2,54,SMU,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629003.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
385,385,Chimezie Metu,71,#7,San Antonio Spurs,F,1997-03-22,6-9 / 2.06,225 lbs. / 102.1 kg.,$1416852,Nigeria,2018,2,49,USC,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629002.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
386,386,Keita Bates-Diop,70,#0,Denver Nuggets,F,1996-01-23,6-8 / 2.03,235 lbs. / 106.6 kg.,$1416852,USA,2018,2,48,Ohio State,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628966.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
387,387,Darius Bazley,70,#7,Oklahoma City Thunder,F,2000-06-12,6-8 / 2.03,200 lbs. / 90.7 kg.,$2284800,USA,2019,1,23,,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629647.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
388,388,Tony Bradley,70,#13,Utah Jazz,F-C,1998-01-08,6-10 / 2.08,248 lbs. / 112.5 kg.,$1962360,USA,2017,1,28,North Carolina,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628396.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
389,389,Hamidou Diallo,70,#6,Oklahoma City Thunder,G,1998-07-31,6-5 / 1.96,198 lbs. / 89.8 kg.,$1416852,USA,2018,2,45,Kentucky,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628977.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
390,390,Melvin Frazier,70,#35,Orlando Magic,F,1996-08-30,6-5 / 1.96,201 lbs. / 91.2 kg.,$1416852,USA,2018,2,35,Tulane,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628982.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
391,391,Solomon Hill,70,#44,Miami Heat,F,1991-03-18,6-6 / 1.98,226 lbs. / 102.5 kg.,$13290395,USA,2013,1,23,Arizona,34,https://cdn.nba.com/headshots/nba/latest/1040x760/203524.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
392,392,Alize Johnson,70,#24,Indiana Pacers,F,1996-04-26,6-7 / 2.01,201 lbs. / 91.2 kg.,$1416852,USA,2018,2,50,Missouri State,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628993.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
393,393,Skal Labissiere,70,#0,Atlanta Hawks,C-F,1996-03-18,6-10 / 2.08,216 lbs. / 98 kg.,$2338846,Haiti,2016,1,28,Kentucky,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1627746.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg
394,394,Tyler Lydon,70,#0,,F-C,1996-04-09,6-9 / 2.06,220 lbs. / 99.8 kg.,$50000,USA,2017,1,24,Syracuse,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628399.png,
395,395,Sviatoslav Mykhailiuk,70,#19,Detroit Pistons,G,1997-06-10,6-7 / 2.01,205 lbs. / 93 kg.,$1416852,Ukraine,2018,2,47,Kansas,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629004.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
396,396,Johnathan Motley,70,#15,Los Angeles Clippers,F,1995-05-04,6-8 / 2.03,230 lbs. / 104.3 kg.,$79568,USA,2017,Undrafted,Undrafted,Baylor,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628405.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg
397,397,Abdel Nader,70,#11,Oklahoma City Thunder,F,1993-09-25,6-5 / 1.96,225 lbs. / 102.1 kg.,$1618520,Egypt,2016,2,58,Iowa State,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627846.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
398,398,Miles Plumlee,70,#0,,F-C,1988-09-01,6-11 / 2.11,255 lbs. / 115.7 kg.,$12500000,USA,2012,1,26,Duke,36,https://cdn.nba.com/headshots/nba/latest/1040x760/203101.png,
399,399,Caleb Swanigan,70,#50,Portland Trail Blazers,C,1997-04-18,6-9 / 2.06,249 lbs. / 112.9 kg.,$2033160,USA,2017,1,26,Purdue,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628403.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg
400,400,Jarred Vanderbilt,70,#0,Minnesota Timberwolves,F,1999-04-03,6-9 / 2.06,214 lbs. / 97.1 kg.,$1416852,USA,2018,2,41,Kentucky,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629020.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
401,401,Jemerrio Jones,70,#0,,F,1995-04-09,6-5 / 1.96,201 lbs. / 91.2 kg.,$195077,USA,2018,Undrafted,Undrafted,New Mexico State,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628994.png,
402,402,Jordan Poole,70,#3,Golden State Warriors,G,1999-06-19,6-4 / 1.93,194 lbs. / 88 kg.,$1964760,USA,2019,1,28,Michigan,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg
403,403,Talen Horton-Tucker,70,#5,Los Angeles Lakers,G,2000-11-20,6-4 / 1.93,234 lbs. / 106.1 kg.,$898310,USA,2019,2,46,Iowa State,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629659.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
404,404,Yante Maten,70,#0,,F-C,1996-08-14,6-8 / 2.03,240 lbs. / 108.9 kg.,$100000,USA,2018,Undrafted,Undrafted,Georgia,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628999.png,
405,405,Thanasis Antetokounmpo,70,#43,Milwaukee Bucks,F,1992-07-18,6-6 / 1.98,215 lbs. / 97.5 kg.,$1445697,Greece,2014,2,51,,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203648.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
406,406,Naz Reid,70,#11,Minnesota Timberwolves,C,1999-08-26,6-9 / 2.06,249 lbs. / 112.9 kg.,$898310,USA,2019,Undrafted,Undrafted,LSU,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
