,Unnamed: 0,full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,age,players_photo,team_photo
220,220,James Johnson,75,#0,Minnesota Timberwolves,F,1987-02-20,6-7 / 2.01,245 lbs. / 111.1 kg.,$15349400,USA,2009,1,16,Wake Forest,38,https://cdn.nba.com/headshots/nba/latest/1040x760/201949.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
221,221,Luke Kennard,75,#5,Detroit Pistons,G,1996-06-24,6-5 / 1.96,196 lbs. / 88.9 kg.,$3827160,USA,2017,1,12,Duke,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
222,222,Kyle Korver,75,#26,Milwaukee Bucks,F,1981-03-17,6-7 / 2.01,212 lbs. / 96.2 kg.,$6004753,USA,2003,2,51,Creighton,44,https://cdn.nba.com/headshots/nba/latest/1040x760/2594.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
223,223,Rodions Kurucs,75,#0,Brooklyn Nets,F,1998-02-05,6-9 / 2.06,215 lbs. / 97.5 kg.,$1699236,Latvia,2018,2,40,,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629066.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg
224,224,Jake Layman,75,#10,Minnesota Timberwolves,F,1994-03-07,6-8 / 2.03,209 lbs. / 94.8 kg.,$3581986,USA,2016,2,47,Maryland,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627774.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
225,225,Robin Lopez,75,#42,Milwaukee Bucks,C,1988-04-01,7-0 / 2.13,255 lbs. / 115.7 kg.,$4767000,USA,2008,1,15,Stanford,36,https://cdn.nba.com/headshots/nba/latest/1040x760/201577.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
226,226,Trey Lyles,75,#41,San Antonio Spurs,F,1995-11-05,6-9 / 2.06,241 lbs. / 109.3 kg.,$5500000,Canada,2015,1,12,Kentucky,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1626168.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
227,227,Boban Marjanovic,75,#51,Dallas Mavericks,C,1988-08-15,7-4 / 2.24,290 lbs. / 131.5 kg.,$3500000,Serbia,2010,Undrafted,Undrafted,,36,https://cdn.nba.com/headshots/nba/latest/1040x760/1626246.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
228,228,TJ McConnell,75,#9,Indiana Pacers,G,1992-03-25,6-1 / 1.85,200 lbs. / 90.7 kg.,$3500000,USA,2015,Undrafted,Undrafted,Arizona,33,https://cdn.nba.com/headshots/nba/latest/1040x760/204456.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
229,229,Patrick Mills,75,#8,San Antonio Spurs,G,1988-08-11,6-1 / 1.85,185 lbs. / 83.9 kg.,$12678571,Australia,2009,2,55,Saint Mary's,36,https://cdn.nba.com/headshots/nba/latest/1040x760/201988.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
230,230,Malik Monk,75,#1,Charlotte Hornets,G,1998-02-04,6-3 / 1.91,197 lbs. / 89.4 kg.,$4028400,USA,2017,1,11,Kentucky,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628370.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
231,231,Markieff Morris,75,#88,Los Angeles Lakers,F,1989-09-02,6-8 / 2.03,245 lbs. / 111.1 kg.,$3709887,USA,2011,1,13,Kansas,35,https://cdn.nba.com/headshots/nba/latest/1040x760/202693.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
232,232,Shabazz Napier,75,#0,Washington Wizards,G,1991-07-14,6-0 / 1.83,175 lbs. / 79.4 kg.,$1845301,USA,2014,1,24,UConn,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203894.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
233,233,Cedi Osman,75,#16,Cleveland Cavaliers,F-G,1995-04-08,6-7 / 2.01,215 lbs. / 97.5 kg.,$2907143,Turkey,2015,2,31,,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1626224.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
234,234,Tomas Satoransky,75,#31,Chicago Bulls,G,1991-10-30,6-7 / 2.01,198 lbs. / 89.8 kg.,$10000000,Czech,2012,2,32,,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203107.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
235,235,Mike Scott,75,#1,Philadelphia 76ers,F,1988-07-16,6-7 / 2.01,237 lbs. / 107.5 kg.,$4767000,USA,2012,2,43,Virginia,36,https://cdn.nba.com/headshots/nba/latest/1040x760/203118.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
236,236,Noah Vonleh,75,#0,Denver Nuggets,F,1995-08-24,6-10 / 2.08,247 lbs. / 112 kg.,$2000000,USA,2014,1,9,Indiana,29,https://cdn.nba.com/headshots/nba/latest/1040x760/203943.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
237,237,Allonzo Trier,75,#0,,G-F,1996-01-17,6-4 / 1.93,200 lbs. / 90.7 kg.,$3551100,USA,2018,Undrafted,Undrafted,Arizona,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1629019.png,
238,238,Juan Hernangomez,74,#41,Minnesota Timberwolves,F,1995-09-28,6-9 / 2.06,220 lbs. / 99.8 kg.,$3321029,Spain,2016,1,15,,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1627823.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
239,239,Kyle Anderson,74,#1,Memphis Grizzlies,F,1993-09-20,6-9 / 2.06,230 lbs. / 104.3 kg.,$9073050,USA,2014,1,30,UCLA,31,https://cdn.nba.com/headshots/nba/latest/1040x760/203937.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
240,240,Jordan Bell,74,#0,Cleveland Cavaliers,F-C,1995-01-07,6-8 / 2.03,224 lbs. / 101.6 kg.,$1870564,USA,2017,2,38,Oregon,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628395.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
241,241,Khem Birch,74,#24,Orlando Magic,C,1992-09-28,6-9 / 2.06,209 lbs. / 94.8 kg.,$3000000,Canada,2014,Undrafted,Undrafted,UNLV,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203920.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
242,242,Dillon Brooks,74,#24,Memphis Grizzlies,G-F,1996-01-22,6-7 / 2.01,225 lbs. / 102.1 kg.,$1618520,Canada,2017,2,45,Oregon,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628415.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
243,243,Reggie Bullock,74,#25,New York Knicks,G,1991-03-16,6-6 / 1.98,200 lbs. / 90.7 kg.,$4000000,USA,2013,1,25,North Carolina,34,https://cdn.nba.com/headshots/nba/latest/1040x760/203493.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg
244,244,Zach Collins,74,#33,Portland Trail Blazers,C,1997-11-17,6-11 / 2.11,232 lbs. / 105.2 kg.,$4240200,USA,2017,1,10,Gonzaga,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628380.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg
245,245,Pat Connaughton,74,#24,Milwaukee Bucks,G,1993-01-06,6-5 / 1.96,215 lbs. / 97.5 kg.,$1723050,USA,2015,2,41,Notre Dame,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1626192.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
246,246,Quinn Cook,74,#2,Los Angeles Lakers,G,1993-03-23,6-1 / 1.85,180 lbs. / 81.6 kg.,$3000000,USA,2015,Undrafted,Undrafted,Duke,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1626188.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
247,247,Torrey Craig,74,#3,Denver Nuggets,G,1990-12-19,6-7 / 2.01,215 lbs. / 97.5 kg.,$2000000,USA,2014,Undrafted,Undrafted,USC Upstate,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1628470.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
248,248,Seth Curry,74,#30,Dallas Mavericks,G,1990-08-23,6-2 / 1.88,180 lbs. / 81.6 kg.,$7461380,USA,2013,Undrafted,Undrafted,Duke,34,https://cdn.nba.com/headshots/nba/latest/1040x760/203552.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
249,249,Cheick Diallo,74,#14,Phoenix Suns,F-C,1996-09-13,6-8 / 2.03,219 lbs. / 99.3 kg.,$1678854,Mali,2016,2,33,Kansas,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627767.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
250,250,Yogi Ferrell,74,#3,Sacramento Kings,G,1993-05-09,6-0 / 1.83,178 lbs. / 80.7 kg.,$3150000,USA,2016,Undrafted,Undrafted,Indiana,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627812.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg
251,251,Markelle Fultz,74,#20,Orlando Magic,G,1998-05-29,6-3 / 1.91,195 lbs. / 88.5 kg.,$9745200,USA,2017,1,1,Washington,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628365.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
252,252,Harry Giles,74,#20,Sacramento Kings,F-C,1998-04-22,6-11 / 2.11,232 lbs. / 105.2 kg.,$2578800,USA,2017,1,20,Duke,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628385.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg
253,253,Moe Harkless,74,#0,New York Knicks,F,1993-05-11,6-7 / 2.01,208 lbs. / 94.3 kg.,$11011234,USA,2012,1,15,St. John's,31,https://cdn.nba.com/headshots/nba/latest/1040x760/203090.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg
254,254,Justin Jackson,74,#44,Dallas Mavericks,F-G,1995-03-28,6-7 / 2.01,201 lbs. / 91.2 kg.,$3280920,USA,2017,1,15,North Carolina,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628382.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
255,255,Tyler Johnson,74,#0,Brooklyn Nets,G,1992-05-07,6-3 / 1.91,186 lbs. / 84.4 kg.,$19428485,USA,2014,Undrafted,Undrafted,Fresno State,32,https://cdn.nba.com/headshots/nba/latest/1040x760/204020.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg
256,256,Derrick Jones,74,#5,Miami Heat,F,1997-02-15,6-6 / 1.98,195 lbs. / 88.5 kg.,$1645357,USA,2016,Undrafted,Undrafted,UNLV,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
257,257,Cory Joseph,74,#9,Sacramento Kings,G,1991-08-20,6-3 / 1.91,185 lbs. / 83.9 kg.,$12000000,Canada,2011,1,29,Texas,33,https://cdn.nba.com/headshots/nba/latest/1040x760/202709.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg
258,258,Maxi Kleber,74,#42,Dallas Mavericks,F-C,1992-01-29,6-10 / 2.08,211 lbs. / 95.7 kg.,$8000000,Germany,2014,Undrafted,Undrafted,,33,https://cdn.nba.com/headshots/nba/latest/1040x760/1628467.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
259,259,TJ Leaf,74,#22,Indiana Pacers,F-C,1997-04-30,6-10 / 2.08,222 lbs. / 100.7 kg.,$2813280,Israel,2017,1,18,UCLA,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628388.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
260,260,Doug McDermott,74,#20,Indiana Pacers,F,1992-01-03,6-7 / 2.01,218 lbs. / 98.9 kg.,$7333333,USA,2014,1,11,Creighton,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
261,261,E'Twaun Moore,74,#55,New Orleans Pelicans,G,1989-02-25,6-3 / 1.91,191 lbs. / 86.6 kg.,$8664928,USA,2011,2,55,Purdue,36,https://cdn.nba.com/headshots/nba/latest/1040x760/202734.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
262,262,Joakim Noah,74,#0,Los Angeles Clippers,C,1985-02-25,6-11 / 2.11,227 lbs. / 103 kg.,$6813026,USA,2007,1,9,Florida,40,https://cdn.nba.com/headshots/nba/latest/1040x760/201942.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg
263,263,Kyle O'Quinn,74,#9,Philadelphia 76ers,F-C,1990-03-26,6-9 / 2.06,240 lbs. / 108.9 kg.,$2174318,USA,2012,2,49,Norfolk State,35,https://cdn.nba.com/headshots/nba/latest/1040x760/203124.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
264,264,Chandler Parsons,74,#0,,F,1988-10-25,6-9 / 2.06,200 lbs. / 90.7 kg.,$25102512,USA,2011,2,38,Florida,36,https://cdn.nba.com/headshots/nba/latest/1040x760/202718.png,
265,265,Norman Powell,74,#24,Toronto Raptors,G,1993-05-25,6-3 / 1.91,215 lbs. / 97.5 kg.,$10116576,USA,2015,2,46,UCLA,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1626181.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
266,266,Ivan Rabb,74,#0,,F-C,1997-02-04,6-10 / 2.08,220 lbs. / 99.8 kg.,$451326,USA,2017,2,35,California,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628397.png,
267,267,Glenn Robinson III,74,#22,Golden State Warriors,F,1994-01-08,6-6 / 1.98,211 lbs. / 95.7 kg.,$1882867,USA,2014,2,40,Michigan,31,https://cdn.nba.com/headshots/nba/latest/1040x760/203922.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg
268,268,Denzel Valentine,74,#45,Chicago Bulls,G,1993-11-16,6-4 / 1.93,210 lbs. / 95.3 kg.,$3377568,USA,2016,1,14,Michigan State,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627756.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
269,269,Robert Williams,74,#44,Boston Celtics,F-C,1997-10-17,6-8 / 2.03,237 lbs. / 107.5 kg.,$1937520,USA,2018,1,27,Texas A&M,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629057.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
270,270,Christian Wood,74,#35,Detroit Pistons,F,1995-09-27,6-10 / 2.08,216 lbs. / 98 kg.,$1645357,USA,2015,Undrafted,Undrafted,UNLV,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1626174.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
271,271,Jaxson Hayes,74,#10,New Orleans Pelicans,F-C,2000-05-23,6-11 / 2.11,220 lbs. / 99.8 kg.,$4862040,USA,2019,1,8,Texas,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629637.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg
272,272,Rui Hachimura,74,#8,Washington Wizards,F,1998-02-08,6-8 / 2.03,225 lbs. / 102.1 kg.,$4469160,Japan,2019,1,9,Gonzaga,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629060.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
273,273,OG Anunoby,73,#3,Toronto Raptors,F-G,1997-07-17,6-7 / 2.01,232 lbs. / 105.2 kg.,$2281800,United Kingdom,2017,1,23,Indiana,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628384.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
274,274,Dwayne Bacon,73,#7,Charlotte Hornets,G,1995-08-30,6-6 / 1.98,220 lbs. / 99.8 kg.,$1618520,USA,2017,2,40,Florida State,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628407.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
275,275,DeAndre Bembry,73,#95,Atlanta Hawks,F,1994-07-04,6-5 / 1.96,207 lbs. / 93.9 kg.,$2603981,USA,2016,1,21,Saint Joseph's,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1627761.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg
276,276,Jonah Bolden,73,#0,Phoenix Suns,F,1996-01-02,6-8 / 2.03,215 lbs. / 97.5 kg.,$1788296,Australia,2017,2,36,UCLA,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628413.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
277,277,Sterling Brown,73,#23,Milwaukee Bucks,G,1995-02-10,6-5 / 1.96,230 lbs. / 104.3 kg.,$1618520,USA,2017,2,46,SMU,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628425.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
278,278,Bruce Brown,73,#6,Detroit Pistons,G,1996-08-15,6-4 / 1.93,190 lbs. / 86.2 kg.,$1416852,USA,2018,2,42,Miami (Florida),28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
279,279,Troy Brown,73,#6,Washington Wizards,F-G,1999-07-28,6-6 / 1.98,215 lbs. / 97.5 kg.,$3219480,USA,2018,1,15,Oregon,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1628972.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
280,280,Alec Burks,73,#0,Philadelphia 76ers,G,1991-07-20,6-6 / 1.98,195 lbs. / 88.5 kg.,$2320044,USA,2011,1,12,Colorado,33,https://cdn.nba.com/headshots/nba/latest/1040x760/202692.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
281,281,Alex Caruso,73,#4,Los Angeles Lakers,G,1994-02-28,6-5 / 1.96,186 lbs. / 84.4 kg.,$2750000,USA,2016,Undrafted,Undrafted,Texas A&M,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627936.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
282,282,Tyson Chandler,73,#19,Houston Rockets,C,1982-10-02,7-0 / 2.13,235 lbs. / 106.6 kg.,$2564753,USA,2001,1,2,,42,https://cdn.nba.com/headshots/nba/latest/1040x760/2199.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
283,283,Allen Crabbe,73,#0,,G-F,1992-04-09,6-5 / 1.96,197 lbs. / 89.4 kg.,$17818456,USA,2013,2,31,California,32,https://cdn.nba.com/headshots/nba/latest/1040x760/203459.png,
284,284,Matthew Dellavedova,73,#18,Cleveland Cavaliers,G,1990-09-08,6-3 / 1.91,190 lbs. / 86.2 kg.,$9607500,Australia,2013,Undrafted,Undrafted,Saint Mary's,34,https://cdn.nba.com/headshots/nba/latest/1040x760/203521.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
285,285,James Ennis,73,#0,Orlando Magic,F,1990-07-01,6-6 / 1.98,201 lbs. / 91.2 kg.,$1882867,USA,2013,2,50,Long Beach State,34,https://cdn.nba.com/headshots/nba/latest/1040x760/203516.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
286,286,Dorian Finney-Smith,73,#10,Dallas Mavericks,F,1993-05-04,6-7 / 2.01,213 lbs. / 96.6 kg.,$4000000,USA,2016,Undrafted,Undrafted,Florida,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
287,287,Shaquille Harrison,73,#3,Chicago Bulls,G,1993-10-06,6-7 / 2.01,190 lbs. / 86.2 kg.,$1620564,USA,2016,Undrafted,Undrafted,Tulsa,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627885.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
288,288,Aaron Holiday,73,#3,Indiana Pacers,G,1996-09-30,6-0 / 1.83,185 lbs. / 83.9 kg.,$2239200,USA,2018,1,23,UCLA,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1628988.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg
289,289,Danuel House,73,#4,Houston Rockets,F,1993-06-07,6-6 / 1.98,220 lbs. / 99.8 kg.,$3540000,USA,2016,Undrafted,Undrafted,Texas A&M,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1627863.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
290,290,Stanley Johnson,73,#5,Toronto Raptors,F,1996-05-29,6-6 / 1.98,242 lbs. / 109.8 kg.,$3623000,USA,2015,1,8,Arizona,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1626169.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
291,291,Tyus Jones,73,#21,Memphis Grizzlies,G,1996-05-10,6-0 / 1.83,185 lbs. / 83.9 kg.,$10116000,USA,2015,1,24,Duke,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1626145.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
292,292,Furkan Korkmaz,73,#30,Philadelphia 76ers,F,1997-06-27,6-7 / 2.01,185 lbs. / 83.9 kg.,$1620564,Turkey,2016,1,26,,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1627788.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
293,293,Ian Mahinmi,73,#28,Washington Wizards,C,1986-11-05,6-11 / 2.11,230 lbs. / 104.3 kg.,$15450051,France,2005,1,28,,38,https://cdn.nba.com/headshots/nba/latest/1040x760/101133.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
294,294,CJ Miles,73,#0,,G-F,1987-03-18,6-6 / 1.98,232 lbs. / 105.2 kg.,$8730158,USA,2005,2,34,,38,https://cdn.nba.com/headshots/nba/latest/1040x760/101139.png,
295,295,Mike Muscala,73,#33,Oklahoma City Thunder,F-C,1991-07-01,6-10 / 2.08,230 lbs. / 104.3 kg.,$2028594,USA,2013,2,44,Bucknell,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203488.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
296,296,Frank Ntilikina,73,#11,New York Knicks,G,1998-07-28,6-4 / 1.93,190 lbs. / 86.2 kg.,$4855800,France,2017,1,8,,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628373.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg
297,297,David Nwaba,73,#0,Houston Rockets,G,1993-01-14,6-5 / 1.96,210 lbs. / 95.3 kg.,$2581965,USA,2016,Undrafted,Undrafted,Cal Poly,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1628021.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
298,298,Royce O'Neale,73,#23,Utah Jazz,F,1993-06-05,6-4 / 1.93,226 lbs. / 102.5 kg.,$1618520,USA,2015,Undrafted,Undrafted,Baylor,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1626220.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
299,299,Semi Ojeleye,73,#37,Boston Celtics,F,1994-12-05,6-6 / 1.98,235 lbs. / 106.6 kg.,$1618520,USA,2017,2,37,SMU,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628400.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
300,300,Josh Okogie,73,#20,Minnesota Timberwolves,G,1998-09-01,6-4 / 1.93,213 lbs. / 96.6 kg.,$2530680,Nigeria,2018,1,20,Georgia Tech,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
301,301,Jonathon Simmons,73,#0,,G-F,1989-09-14,6-6 / 1.98,195 lbs. / 88.5 kg.,$1000000,USA,2012,Undrafted,Undrafted,Houston,35,https://cdn.nba.com/headshots/nba/latest/1040x760/203613.png,
302,302,Ishmael Smith,73,#14,Washington Wizards,G,1988-07-05,6-0 / 1.83,175 lbs. / 79.4 kg.,$6000000,USA,2010,Undrafted,Undrafted,Wake Forest,36,https://cdn.nba.com/headshots/nba/latest/1040x760/202397.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
303,303,Tony Snell,73,#17,Detroit Pistons,F,1991-11-10,6-6 / 1.98,198 lbs. / 89.8 kg.,$11392857,USA,2013,1,20,New Mexico,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203503.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
304,304,Omari Spellman,73,#0,Minnesota Timberwolves,F,1997-07-21,6-8 / 2.03,245 lbs. / 111.1 kg.,$1897800,USA,2018,1,30,Villanova,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629016.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
305,305,Garrett Temple,73,#17,Brooklyn Nets,G-F,1986-05-08,6-5 / 1.96,195 lbs. / 88.5 kg.,$4767000,USA,2009,Undrafted,Undrafted,LSU,38,https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg
306,306,Evan Turner,73,#1,Minnesota Timberwolves,G-F,1988-10-27,6-6 / 1.98,205 lbs. / 93 kg.,$18606556,USA,2010,1,2,Ohio State,36,https://cdn.nba.com/headshots/nba/latest/1040x760/202323.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
307,307,Lonnie Walker,73,#1,San Antonio Spurs,G,1998-12-14,6-5 / 1.96,204 lbs. / 92.5 kg.,$2764200,USA,2018,1,18,Miami (Florida),26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629022.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
308,308,Brad Wanamaker,73,#9,Boston Celtics,G,1989-07-25,6-3 / 1.91,210 lbs. / 95.3 kg.,$1445697,USA,2011,Undrafted,Undrafted,Pittsburgh,35,https://cdn.nba.com/headshots/nba/latest/1040x760/202954.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
309,309,Ante Zizic,73,#41,Cleveland Cavaliers,C,1997-01-04,6-10 / 2.08,250 lbs. / 113.4 kg.,$2281800,Croatia,2016,1,23,,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627790.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
310,310,Tyler Herro,73,#14,Miami Heat,G,2000-01-20,6-5 / 1.96,195 lbs. / 88.5 kg.,$3640200,USA,2019,1,13,Kentucky,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629639.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
311,311,Vincent Poirier,73,#77,Boston Celtics,C,1993-10-17,7-0 / 2.13,235 lbs. / 106.6 kg.,$2505793,France,2015,Undrafted,Undrafted,,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1629738.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
312,312,Sekou Doumbouya,73,#45,Detroit Pistons,F,2000-12-23,6-8 / 2.03,209 lbs. / 94.8 kg.,$3285120,France,2019,1,15,,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629635.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
